city,lat,lng,datetime,temperature_celsius,weather
Zuchwil,47.2,7.5667,2024-06-19T15:00:00,30.52000000000004,scattered clouds
Zuchwil,47.2,7.5667,2024-06-19T18:00:00,25.0,scattered clouds
Zuchwil,47.2,7.5667,2024-06-19T21:00:00,20.150000000000034,broken clouds
Zuchwil,47.2,7.5667,2024-06-20T00:00:00,19.05000000000001,scattered clouds
Zuchwil,47.2,7.5667,2024-06-20T03:00:00,18.060000000000002,few clouds
Zuchwil,47.2,7.5667,2024-06-20T06:00:00,20.77000000000004,few clouds
Zuchwil,47.2,7.5667,2024-06-20T09:00:00,27.54000000000002,scattered clouds
Zuchwil,47.2,7.5667,2024-06-20T12:00:00,32.58000000000004,broken clouds
Kilchberg,47.3167,8.55,2024-06-15T15:00:00,18.180000000000007,light rain
Kilchberg,47.3167,8.55,2024-06-15T18:00:00,15.710000000000036,light rain
Kilchberg,47.3167,8.55,2024-06-15T21:00:00,13.210000000000036,overcast clouds
Kilchberg,47.3167,8.55,2024-06-16T00:00:00,12.680000000000007,overcast clouds
Kilchberg,47.3167,8.55,2024-06-16T03:00:00,12.360000000000014,overcast clouds
Kilchberg,47.3167,8.55,2024-06-16T06:00:00,13.340000000000032,overcast clouds
Kilchberg,47.3167,8.55,2024-06-16T09:00:00,18.620000000000005,overcast clouds
Kilchberg,47.3167,8.55,2024-06-16T12:00:00,21.310000000000002,overcast clouds
Kilchberg,47.3167,8.55,2024-06-16T15:00:00,22.850000000000023,broken clouds
Kilchberg,47.3167,8.55,2024-06-16T18:00:00,18.680000000000007,light rain
Kilchberg,47.3167,8.55,2024-06-16T21:00:00,13.970000000000027,light rain
Kilchberg,47.3167,8.55,2024-06-17T00:00:00,13.720000000000027,overcast clouds
Kilchberg,47.3167,8.55,2024-06-17T03:00:00,13.180000000000007,light rain
Kilchberg,47.3167,8.55,2024-06-17T06:00:00,16.03000000000003,overcast clouds
Kilchberg,47.3167,8.55,2024-06-17T09:00:00,22.32000000000005,broken clouds
Kilchberg,47.3167,8.55,2024-06-17T12:00:00,23.980000000000018,broken clouds
Kilchberg,47.3167,8.55,2024-06-17T15:00:00,20.170000000000016,light rain
Kilchberg,47.3167,8.55,2024-06-17T18:00:00,19.460000000000036,light rain
Kilchberg,47.3167,8.55,2024-06-17T21:00:00,15.020000000000039,light rain
Kilchberg,47.3167,8.55,2024-06-18T00:00:00,13.840000000000032,scattered clouds
Kilchberg,47.3167,8.55,2024-06-18T03:00:00,12.78000000000003,broken clouds
Kilchberg,47.3167,8.55,2024-06-18T06:00:00,16.140000000000043,broken clouds
Kilchberg,47.3167,8.55,2024-06-18T09:00:00,23.090000000000032,overcast clouds
Kilchberg,47.3167,8.55,2024-06-18T12:00:00,27.58000000000004,overcast clouds
Kilchberg,47.3167,8.55,2024-06-18T15:00:00,28.439999999999998,overcast clouds
Kilchberg,47.3167,8.55,2024-06-18T18:00:00,24.640000000000043,overcast clouds
Kilchberg,47.3167,8.55,2024-06-18T21:00:00,18.79000000000002,scattered clouds
Kilchberg,47.3167,8.55,2024-06-19T00:00:00,16.220000000000027,light rain
Kilchberg,47.3167,8.55,2024-06-19T03:00:00,15.370000000000005,light rain
Kilchberg,47.3167,8.55,2024-06-19T06:00:00,19.27000000000004,light rain
Kilchberg,47.3167,8.55,2024-06-19T09:00:00,25.710000000000036,clear sky
Kilchberg,47.3167,8.55,2024-06-19T12:00:00,29.400000000000034,clear sky
Kilchberg,47.3167,8.55,2024-06-19T15:00:00,29.77000000000004,few clouds
Kilchberg,47.3167,8.55,2024-06-19T18:00:00,25.150000000000034,few clouds
Kilchberg,47.3167,8.55,2024-06-19T21:00:00,20.02000000000004,broken clouds
Kilchberg,47.3167,8.55,2024-06-20T00:00:00,18.0,scattered clouds
Kilchberg,47.3167,8.55,2024-06-20T03:00:00,16.439999999999998,clear sky
Kilchberg,47.3167,8.55,2024-06-20T06:00:00,19.620000000000005,few clouds
Kilchberg,47.3167,8.55,2024-06-20T09:00:00,26.58000000000004,few clouds
Kilchberg,47.3167,8.55,2024-06-20T12:00:00,32.14000000000004,scattered clouds
Neuenhof,47.45,8.3167,2024-06-15T15:00:00,19.180000000000007,broken clouds
Neuenhof,47.45,8.3167,2024-06-15T18:00:00,16.420000000000016,overcast clouds
Neuenhof,47.45,8.3167,2024-06-15T21:00:00,11.920000000000016,overcast clouds
Neuenhof,47.45,8.3167,2024-06-16T00:00:00,9.980000000000018,overcast clouds
Neuenhof,47.45,8.3167,2024-06-16T03:00:00,9.920000000000016,overcast clouds
Neuenhof,47.45,8.3167,2024-06-16T06:00:00,12.82000000000005,overcast clouds
Neuenhof,47.45,8.3167,2024-06-16T09:00:00,17.0,overcast clouds
Neuenhof,47.45,8.3167,2024-06-16T12:00:00,21.660000000000025,overcast clouds
Neuenhof,47.45,8.3167,2024-06-16T15:00:00,22.24000000000001,broken clouds
Neuenhof,47.45,8.3167,2024-06-16T18:00:00,17.920000000000016,light rain
Neuenhof,47.45,8.3167,2024-06-16T21:00:00,12.810000000000002,overcast clouds
Neuenhof,47.45,8.3167,2024-06-17T00:00:00,12.300000000000011,overcast clouds
Neuenhof,47.45,8.3167,2024-06-17T03:00:00,12.420000000000016,light rain
Neuenhof,47.45,8.3167,2024-06-17T06:00:00,14.879999999999995,overcast clouds
Neuenhof,47.45,8.3167,2024-06-17T09:00:00,21.350000000000023,overcast clouds
Neuenhof,47.45,8.3167,2024-06-17T12:00:00,21.810000000000002,overcast clouds
Neuenhof,47.45,8.3167,2024-06-17T15:00:00,21.560000000000002,light rain
Neuenhof,47.45,8.3167,2024-06-17T18:00:00,19.189999999999998,light rain
Neuenhof,47.45,8.3167,2024-06-17T21:00:00,14.670000000000016,light rain
Neuenhof,47.45,8.3167,2024-06-18T00:00:00,13.330000000000041,scattered clouds
Neuenhof,47.45,8.3167,2024-06-18T03:00:00,12.28000000000003,scattered clouds
Neuenhof,47.45,8.3167,2024-06-18T06:00:00,15.370000000000005,broken clouds
Neuenhof,47.45,8.3167,2024-06-18T09:00:00,22.140000000000043,overcast clouds
Neuenhof,47.45,8.3167,2024-06-18T12:00:00,26.610000000000014,overcast clouds
Neuenhof,47.45,8.3167,2024-06-18T15:00:00,28.0,overcast clouds
Neuenhof,47.45,8.3167,2024-06-18T18:00:00,24.189999999999998,overcast clouds
Neuenhof,47.45,8.3167,2024-06-18T21:00:00,18.33000000000004,scattered clouds
Neuenhof,47.45,8.3167,2024-06-19T00:00:00,16.420000000000016,scattered clouds
Neuenhof,47.45,8.3167,2024-06-19T03:00:00,15.170000000000016,scattered clouds
Neuenhof,47.45,8.3167,2024-06-19T06:00:00,18.640000000000043,light rain
Neuenhof,47.45,8.3167,2024-06-19T09:00:00,25.170000000000016,clear sky
Neuenhof,47.45,8.3167,2024-06-19T12:00:00,29.260000000000048,clear sky
Neuenhof,47.45,8.3167,2024-06-19T15:00:00,29.230000000000018,clear sky
Neuenhof,47.45,8.3167,2024-06-19T18:00:00,25.150000000000034,few clouds
Neuenhof,47.45,8.3167,2024-06-19T21:00:00,19.680000000000007,broken clouds
Neuenhof,47.45,8.3167,2024-06-20T00:00:00,17.470000000000027,scattered clouds
Neuenhof,47.45,8.3167,2024-06-20T03:00:00,16.08000000000004,few clouds
Neuenhof,47.45,8.3167,2024-06-20T06:00:00,18.58000000000004,scattered clouds
Neuenhof,47.45,8.3167,2024-06-20T09:00:00,25.760000000000048,scattered clouds
Neuenhof,47.45,8.3167,2024-06-20T12:00:00,30.930000000000007,broken clouds
Lachen,47.1833,8.85,2024-06-15T15:00:00,16.890000000000043,light rain
Lachen,47.1833,8.85,2024-06-15T18:00:00,15.490000000000009,light rain
Lachen,47.1833,8.85,2024-06-15T21:00:00,13.150000000000034,light rain
Lachen,47.1833,8.85,2024-06-16T00:00:00,13.390000000000043,light rain
Lachen,47.1833,8.85,2024-06-16T03:00:00,13.29000000000002,light rain
Lachen,47.1833,8.85,2024-06-16T06:00:00,13.910000000000025,overcast clouds
Lachen,47.1833,8.85,2024-06-16T09:00:00,18.810000000000002,overcast clouds
Lachen,47.1833,8.85,2024-06-16T12:00:00,21.160000000000025,light rain
Lachen,47.1833,8.85,2024-06-16T15:00:00,21.439999999999998,light rain
Lachen,47.1833,8.85,2024-06-16T18:00:00,18.78000000000003,light rain
Lachen,47.1833,8.85,2024-06-16T21:00:00,14.920000000000016,light rain
Lachen,47.1833,8.85,2024-06-17T00:00:00,14.370000000000005,light rain
Lachen,47.1833,8.85,2024-06-17T03:00:00,15.100000000000023,light rain
Lachen,47.1833,8.85,2024-06-17T06:00:00,18.379999999999995,overcast clouds
Lachen,47.1833,8.85,2024-06-17T09:00:00,23.55000000000001,light rain
Lachen,47.1833,8.85,2024-06-17T12:00:00,24.810000000000002,light rain
Lachen,47.1833,8.85,2024-06-17T15:00:00,19.310000000000002,light rain
Lachen,47.1833,8.85,2024-06-17T18:00:00,19.760000000000048,light rain
Lachen,47.1833,8.85,2024-06-17T21:00:00,16.400000000000034,light rain
Lachen,47.1833,8.85,2024-06-18T00:00:00,15.110000000000014,broken clouds
Lachen,47.1833,8.85,2024-06-18T03:00:00,14.270000000000039,scattered clouds
Lachen,47.1833,8.85,2024-06-18T06:00:00,19.150000000000034,broken clouds
Lachen,47.1833,8.85,2024-06-18T09:00:00,26.670000000000016,overcast clouds
Lachen,47.1833,8.85,2024-06-18T12:00:00,29.57000000000005,overcast clouds
Lachen,47.1833,8.85,2024-06-18T15:00:00,29.230000000000018,overcast clouds
Lachen,47.1833,8.85,2024-06-18T18:00:00,24.920000000000016,overcast clouds
Lachen,47.1833,8.85,2024-06-18T21:00:00,19.650000000000034,broken clouds
Lachen,47.1833,8.85,2024-06-19T00:00:00,18.200000000000045,broken clouds
Lachen,47.1833,8.85,2024-06-19T03:00:00,17.439999999999998,scattered clouds
Lachen,47.1833,8.85,2024-06-19T06:00:00,22.210000000000036,scattered clouds
Lachen,47.1833,8.85,2024-06-19T09:00:00,27.170000000000016,clear sky
Lachen,47.1833,8.85,2024-06-19T12:00:00,29.54000000000002,few clouds
Lachen,47.1833,8.85,2024-06-19T15:00:00,30.090000000000032,overcast clouds
Lachen,47.1833,8.85,2024-06-19T18:00:00,25.689999999999998,overcast clouds
Lachen,47.1833,8.85,2024-06-19T21:00:00,21.32000000000005,broken clouds
Lachen,47.1833,8.85,2024-06-20T00:00:00,20.220000000000027,scattered clouds
Lachen,47.1833,8.85,2024-06-20T03:00:00,19.620000000000005,clear sky
Lachen,47.1833,8.85,2024-06-20T06:00:00,24.110000000000014,few clouds
Lachen,47.1833,8.85,2024-06-20T09:00:00,29.189999999999998,few clouds
Lachen,47.1833,8.85,2024-06-20T12:00:00,34.370000000000005,scattered clouds
Fllanden,47.3667,8.6333,2024-06-15T15:00:00,17.650000000000034,light rain
Fllanden,47.3667,8.6333,2024-06-15T18:00:00,14.900000000000034,broken clouds
Fllanden,47.3667,8.6333,2024-06-15T21:00:00,12.170000000000016,overcast clouds
Fllanden,47.3667,8.6333,2024-06-16T00:00:00,11.490000000000009,overcast clouds
Fllanden,47.3667,8.6333,2024-06-16T03:00:00,11.28000000000003,overcast clouds
Fllanden,47.3667,8.6333,2024-06-16T06:00:00,12.470000000000027,overcast clouds
Fllanden,47.3667,8.6333,2024-06-16T09:00:00,17.420000000000016,overcast clouds
Fllanden,47.3667,8.6333,2024-06-16T12:00:00,20.260000000000048,overcast clouds
Fllanden,47.3667,8.6333,2024-06-16T15:00:00,21.900000000000034,broken clouds
Fllanden,47.3667,8.6333,2024-06-16T18:00:00,17.49000000000001,light rain
Fllanden,47.3667,8.6333,2024-06-16T21:00:00,12.900000000000034,overcast clouds
Fllanden,47.3667,8.6333,2024-06-17T00:00:00,12.710000000000036,overcast clouds
Fllanden,47.3667,8.6333,2024-06-17T03:00:00,12.210000000000036,light rain
Fllanden,47.3667,8.6333,2024-06-17T06:00:00,15.03000000000003,overcast clouds
Fllanden,47.3667,8.6333,2024-06-17T09:00:00,21.170000000000016,broken clouds
Fllanden,47.3667,8.6333,2024-06-17T12:00:00,23.140000000000043,overcast clouds
Fllanden,47.3667,8.6333,2024-06-17T15:00:00,18.920000000000016,light rain
Fllanden,47.3667,8.6333,2024-06-17T18:00:00,18.430000000000007,light rain
Fllanden,47.3667,8.6333,2024-06-17T21:00:00,13.800000000000011,light rain
Fllanden,47.3667,8.6333,2024-06-18T00:00:00,12.670000000000016,broken clouds
Fllanden,47.3667,8.6333,2024-06-18T03:00:00,11.590000000000032,broken clouds
Fllanden,47.3667,8.6333,2024-06-18T06:00:00,15.03000000000003,broken clouds
Fllanden,47.3667,8.6333,2024-06-18T09:00:00,21.970000000000027,overcast clouds
Fllanden,47.3667,8.6333,2024-06-18T12:00:00,26.650000000000034,overcast clouds
Fllanden,47.3667,8.6333,2024-06-18T15:00:00,27.49000000000001,overcast clouds
Fllanden,47.3667,8.6333,2024-06-18T18:00:00,23.400000000000034,overcast clouds
Fllanden,47.3667,8.6333,2024-06-18T21:00:00,17.27000000000004,light rain
Fllanden,47.3667,8.6333,2024-06-19T00:00:00,15.170000000000016,light rain
Fllanden,47.3667,8.6333,2024-06-19T03:00:00,14.310000000000002,few clouds
Fllanden,47.3667,8.6333,2024-06-19T06:00:00,18.100000000000023,light rain
Fllanden,47.3667,8.6333,2024-06-19T09:00:00,24.670000000000016,clear sky
Fllanden,47.3667,8.6333,2024-06-19T12:00:00,28.5,clear sky
Fllanden,47.3667,8.6333,2024-06-19T15:00:00,28.74000000000001,scattered clouds
Fllanden,47.3667,8.6333,2024-06-19T18:00:00,24.0,scattered clouds
Fllanden,47.3667,8.6333,2024-06-19T21:00:00,18.910000000000025,overcast clouds
Fllanden,47.3667,8.6333,2024-06-20T00:00:00,16.58000000000004,broken clouds
Fllanden,47.3667,8.6333,2024-06-20T03:00:00,15.100000000000023,few clouds
Fllanden,47.3667,8.6333,2024-06-20T06:00:00,18.28000000000003,few clouds
Fllanden,47.3667,8.6333,2024-06-20T09:00:00,25.32000000000005,few clouds
Fllanden,47.3667,8.6333,2024-06-20T12:00:00,31.100000000000023,scattered clouds
Stans,46.95,8.35,2024-06-15T15:00:00,15.340000000000032,light rain
Stans,46.95,8.35,2024-06-15T18:00:00,14.270000000000039,light rain
Stans,46.95,8.35,2024-06-15T21:00:00,11.950000000000045,light rain
