id,flightType,SDT,STA,ETA,ATA,RTK,TER,FBR,LBR,BDC,FLC,airlineLogo,FLN,REG,statusCode,statusTextDe,statusTextEn,airportName,cityDe,cityEn,search,POR,ICT,TYP,TYS,model,manufacturerName,isSchengen,isCommercial,airline,codeShare,viaAirportName,viaCityDe,viaCityEn,STD,ETD,ATD,CAM,CAA,GAT,PDS,EBT,CIR
1648479,A,2024-06-16T00:00:00Z,2024-06-16T12:45:00Z,,,,2,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,319,,,,,Heathrow,London,London,"LX319 LX 319 SWISS LHR  Heathrow London London       AC_6830_ACA, UA_9757_UAL LX0319 LX 0319 AC6830 AC 6830 UA9757 UA 9757",LHR,BCS3,220,223,A220-300,Airbus,,True,SWISS,"AC_6830_ACA, UA_9757_UAL",,,,,,,,,,,,
1648480,A,2024-06-16T00:00:00Z,2024-06-16T06:45:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1255,,,,,Arlanda,Stockholm,Stockholm,"LX1255 LX 1255 SWISS ARN  Arlanda Stockholm Stockholm       SK_3511_SAS, AC_6848_ACA SK3511 SK 3511 AC6848 AC 6848",ARN,A20N,32N,32N,A320 Neo,Airbus,True,True,SWISS,"SK_3511_SAS, AC_6848_ACA",,,,,,,,,,,,
1648481,A,2024-06-16T00:00:00Z,2024-06-16T06:45:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1843,,,,,Eleftherios Venizelos,Athen,Athens,"LX1843 LX 1843 SWISS ATH  Eleftherios Venizelos Athen Athens       UA_9755_UAL, TP_8185_TAP, AC_6833_ACA, A3_1982_AEE UA9755 UA 9755 TP8185 TP 8185 AC6833 AC 6833 A31982 A3 1982",ATH,A321,32B,32B,A321 (Sharklets),Airbus,True,True,SWISS,"UA_9755_UAL, TP_8185_TAP, AC_6833_ACA, A3_1982_AEE",,,,,,,,,,,,
1648482,A,2024-06-16T00:00:00Z,2024-06-16T18:05:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1025,,,,,International Airport,Düsseldorf,Düsseldorf,LX1025 LX 1025 SWISS DUS  International Airport Düsseldorf Düsseldorf       ,DUS,A320,320,320,A320,Airbus,True,True,SWISS,,,,,,,,,,,,,
1648483,A,2024-06-16T00:00:00Z,2024-06-16T08:15:00Z,,,,1,,,,EW,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/euro.svg?vs=1&rev=e18b64616a2d46b4a346fd2f517c9895,6836,9HEUS,,,,International Airport,Palma De Mallorca,Palma De Mallorca,EW6836 EW 6836 EUROWINGS PMI  International Airport Palma De Mallorca Palma De Mallorca       ,PMI,A320,320,320,A320,Airbus,True,True,EUROWINGS,,,,,,,,,,,,,
1648484,A,2024-06-16T00:00:00Z,2024-06-16T09:05:00Z,,,,2,,,,KL,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/klm.svg?vs=1&rev=4b8ef62311eb45909066dc822fca5058,1919,,,,,Schiphol,Amsterdam,Amsterdam,KL1919 KL 1919 KLM ROYAL DUTCH AIRL AMS  Schiphol Amsterdam Amsterdam       ,AMS,E295,EMJ,295,ERJ-195 E2,Embraer,True,True,KLM ROYAL DUTCH AIRL,,,,,,,,,,,,,
1648485,A,2024-06-16T00:00:00Z,2024-06-16T09:30:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1267,,,,,Kastrup,Kopenhagen,Copenhagen,"LX1267 LX 1267 SWISS CPH  Kastrup Kopenhagen Copenhagen       AC_6860_ACA, UA_9785_UAL, SK_3503_SAS AC6860 AC 6860 UA9785 UA 9785 SK3503 SK 3503",CPH,A320,320,320,A320,Airbus,True,True,SWISS,"AC_6860_ACA, UA_9785_UAL, SK_3503_SAS",,,,,,,,,,,,
1648486,A,2024-06-16T00:00:00Z,2024-06-16T14:15:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1831,,,,,Eleftherios Venizelos,Athen,Athens,"LX1831 LX 1831 SWISS ATH  Eleftherios Venizelos Athen Athens       A3_1984_AEE, TP_8181_TAP A31984 A3 1984 TP8181 TP 8181",ATH,A320,320,320,A320,Airbus,True,True,SWISS,"A3_1984_AEE, TP_8181_TAP",,,,,,,,,,,,
1648487,A,2024-06-16T00:00:00Z,2024-06-16T10:45:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1841,,,,,Eleftherios Venizelos,Athen,Athens,"LX1841 LX 1841 SWISS ATH  Eleftherios Venizelos Athen Athens       A3_1987_AEE, AC_6803_ACA A31987 A3 1987 AC6803 AC 6803",ATH,BCS1,220,221,A220-100,Airbus,True,True,SWISS,"A3_1987_AEE, AC_6803_ACA",,,,,,,,,,,,
1648488,A,2024-06-16T00:00:00Z,2024-06-16T10:10:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,2061,,,,,Francisco sá Carneiro,Porto,Porto,"LX2061 LX 2061 SWISS OPO  Francisco sá Carneiro Porto Porto       TP_8189_TAP, AC_6757_ACA TP8189 TP 8189 AC6757 AC 6757",OPO,BCS3,220,223,A220-300,Airbus,True,True,SWISS,"TP_8189_TAP, AC_6757_ACA",,,,,,,,,,,,
1648489,A,2024-06-16T00:00:00Z,2024-06-16T17:50:00Z,,,,2,,,,LY,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/elalisrael.jpg?vs=1&rev=57437738f72f4e4ba55016e5afe389d0,343,,,,,Ben Gurion Airport,Tel Aviv,Tel Aviv,LY343 LY 343 EL AL TLV  Ben Gurion Airport Tel Aviv Tel Aviv       SK_3191_SAS LY0343 LY 0343 SK3191 SK 3191,TLV,B738,73H,73H,B737-800 (Winglets),Boeing,,True,EL AL,SK_3191_SAS,,,,,,,,,,,,
1648490,A,2024-06-16T00:00:00Z,2024-06-16T09:35:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1613,,,,,Malpensa,Mailand,Milan,LX1613 LX 1613 SWISS MXP  Malpensa Mailand Milan       AC_6791_ACA AC6791 AC 6791,MXP,BCS3,220,223,A220-300,Airbus,True,True,SWISS,AC_6791_ACA,,,,,,,,,,,,
1648491,A,2024-06-16T00:00:00Z,2024-06-16T06:45:00Z,,,,2,,,,JU,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/serbia.svg?vs=1&rev=0a735251cc47478ca480da052f83497c,330,,,,,Nikola Tesla Airport,Belgrad,Belgrade,"JU330 JU 330 AIR SERBIA BEG  Nikola Tesla Airport Belgrad Belgrade       AY_4554_FIN, FB_1893_LZB, UX_3637_AEA JU0330 JU 0330 AY4554 AY 4554 FB1893 FB 1893 UX3637 UX 3637",BEG,A319,319,319,A319,Airbus,,True,AIR SERBIA,"AY_4554_FIN, FB_1893_LZB, UX_3637_AEA",,,,,,,,,,,,
1648492,A,2024-06-16T00:00:00Z,2024-06-16T15:55:00Z,,,,1,,,,AZ,,574,,,,,Fiumicino International Airport Leonardo da Vinci,Rom,Rome,"AZ574 AZ 574 ITA AIRWAYS FCO  Fiumicino International Airport Leonardo da Vinci Rom Rome       CZ_7363_CSN, FB_1731_LZB, SV_6252_SVA, AR_7214_ARG, RO_9612_ROT, KU_6219_KAC AZ0574 AZ 0574 CZ7363 CZ 7363 FB1731 FB 1731 SV6252 SV 6252 AR7214 AR 7214 RO9612 RO 9612 KU6219 KU 6219",FCO,A319,319,319,A319,Airbus,True,True,ITA AIRWAYS,"CZ_7363_CSN, FB_1731_LZB, SV_6252_SVA, AR_7214_ARG, RO_9612_ROT, KU_6219_KAC",,,,,,,,,,,,
1648493,A,2024-06-16T00:00:00Z,2024-06-16T17:30:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,2085,,,,,Airport,Lissabon,Lisbon,LX2085 LX 2085 SWISS LIS  Airport Lissabon Lisbon       TP_6763_TAP TP6763 TP 6763,LIS,A320,320,320,A320,Airbus,True,True,SWISS,TP_6763_TAP,,,,,,,,,,,,
1648494,A,2024-06-16T00:00:00Z,2024-06-16T04:30:00Z,,,,2,,,,WK,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/edelweiss.svg?vs=1&rev=c62a851a074242b3817b8cb7b10efad7,369,,,,,International Airport,Larnaka,Larnaca,WK369 WK 369 EDELWEISS LCA  International Airport Larnaka Larnaca       LX_8369_SWR WK0369 WK 0369 LX8369 LX 8369,LCA,A320,320,320,A320,Airbus,,True,EDELWEISS,LX_8369_SWR,,,,,,,,,,,,
1648495,A,2024-06-16T00:00:00Z,2024-06-16T19:00:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,919,,,,,Airport,Dresden,Dresden,LX919 LX 919 SWISS DRS  Airport Dresden Dresden        LX0919 LX 0919,DRS,A320,320,320,A320,Airbus,True,True,SWISS,,,,,,,,,,,,,
1648496,A,2024-06-16T00:00:00Z,2024-06-16T08:05:00Z,,,,2,,,,PC,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/pegasus.svg?vs=1&rev=ab0ec7afe79543fda62fb6bf93a1e7b8,5027,TCNCG,,,,Antalya,Antalya,Antalya,PC5027 PC 5027 PEGASUS AIRLINES AYT  Antalya Antalya Antalya       ,AYT,A20N,32N,32N,A320 Neo,Airbus,,True,PEGASUS AIRLINES,,,,,,,,,,,,,
1648497,A,2024-06-16T00:00:00Z,2024-06-16T15:10:00Z,,,,2,,,,WK,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/edelweiss.svg?vs=1&rev=c62a851a074242b3817b8cb7b10efad7,357,,,,,Hippokratis International Airport,Kos,Kos,WK357 WK 357 EDELWEISS KGS  Hippokratis International Airport Kos Kos       LX_8357_SWR WK0357 WK 0357 LX8357 LX 8357,KGS,BCS1,220,221,A220-100,Airbus,True,True,EDELWEISS,LX_8357_SWR,,,,,,,,,,,,
1648498,A,2024-06-16T00:00:00Z,2024-06-16T19:10:00Z,,,,2,,,,DE,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/condor.jpg?vs=1&rev=baa408acfbb147df822c8517d1365fcd,1869,,,,,Airport,Ibiza,Ibiza,DE1869 DE 1869 CONDOR IBZ  Airport Ibiza Ibiza       ,IBZ,A320,320,320,A320,Airbus,True,True,CONDOR,,,,,,,,,,,,,
1648499,A,2024-06-16T00:00:00Z,2024-06-16T19:55:00Z,,,,2,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1419,,,,,Nikola Tesla Airport,Belgrad,Belgrade,LX1419 LX 1419 SWISS BEG  Nikola Tesla Airport Belgrad Belgrade       ,BEG,E290,EMJ,290,ERJ-190 E2,Embraer,,True,SWISS,,,,,,,,,,,,,
1648500,A,2024-06-16T00:00:00Z,2024-06-16T04:30:00Z,,,,2,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,081,HBJHE,,,,Pearson International Airport,Toronto,Toronto,"LX081 LX 081 SWISS YYZ  Pearson International Airport Toronto Toronto       UA_9775_UAL, AC_6841_ACA LX81 LX0081 LX 0081 UA9775 UA 9775 AC6841 AC 6841",YYZ,A333,330,333,A330-300,Airbus,,True,SWISS,"UA_9775_UAL, AC_6841_ACA",,,,,,,,,,,,
1648501,A,2024-06-16T00:00:00Z,2024-06-16T08:40:00Z,,,,2,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,093,HBJNL,,,,Ministro Pistarini International Airport,Buenos Aires,Buenos Aires,LX093 LX 093 SWISS EZE  Ministro Pistarini International Airport Buenos Aires Buenos Aires  GRU Governador André Franco Montoro International Airport Sao Paulo Sao Paulo  SQ_2955_SIA LX93 LX0093 LX 0093 SQ2955 SQ 2955,EZE,B77W,777,77W,B777-300ER,Boeing,,True,SWISS,SQ_2955_SIA,Governador André Franco Montoro International Airport,Sao Paulo,Sao Paulo,,,,,,,,,
1648502,A,2024-06-16T00:00:00Z,2024-06-16T11:55:00Z,,,,2,,,,SK,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/sas.svg?vs=1&rev=c5a1ac02c0d54e969e619aefd78e5cb2,841,,,,,Gardermoen,Oslo,Oslo,"SK841 SK 841 SCANDINAVIAN OSL  Gardermoen Oslo Oslo       LX_4711_SWR, OU_5671_CTN SK0841 SK 0841 LX4711 LX 4711 OU5671 OU 5671",OSL,A319,319,319,A319,Airbus,True,True,SCANDINAVIAN,"LX_4711_SWR, OU_5671_CTN",,,,,,,,,,,,
1648503,A,2024-06-16T00:00:00Z,2024-06-16T19:35:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,2259,,,,,Liszt Ferenc,Budapest,Budapest,LX2259 LX 2259 SWISS BUD  Liszt Ferenc Budapest Budapest       ,BUD,BCS1,220,221,A220-100,Airbus,True,True,SWISS,,,,,,,,,,,,,
1648504,A,2024-06-16T00:00:00Z,2024-06-16T19:15:00Z,,,,2,,,,TK,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/turkish.svg?vs=1&rev=0136fab87b604d5694f060684f417b3d,1911,,,,,International Airport,Istanbul,Istanbul,"TK1911 TK 1911 TURKISH AIRLINES IST  International Airport Istanbul Istanbul       OZ_6923_AAR, OM_1019_MGL OZ6923 OZ 6923 OM1019 OM 1019",IST,B738,73H,73H,B737-800 (Winglets),Boeing,,True,TURKISH AIRLINES,"OZ_6923_AAR, OM_1019_MGL",,,,,,,,,,,,
1648505,A,2024-06-16T00:00:00Z,2024-06-16T04:10:00Z,,,,2,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,243,HBJHN,,,,International Airport,Dubai,Dubai,"LX243 LX 243 SWISS DXB  International Airport Dubai Dubai       UA_9731_UAL, AC_6799_ACA LX0243 LX 0243 UA9731 UA 9731 AC6799 AC 6799",DXB,A333,330,333,A330-300,Airbus,,True,SWISS,"UA_9731_UAL, AC_6799_ACA",,,,,,,,,,,,
1648506,A,2024-06-16T00:00:00Z,2024-06-16T19:55:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1111,,,,,Franz J. Strauss Airport,München,Munich,LX1111 LX 1111 SWISS MUC  Franz J. Strauss Airport München Munich       LH_5750_DLH LH5750 LH 5750,MUC,A320,320,320,A320,Airbus,True,True,SWISS,LH_5750_DLH,,,,,,,,,,,,
1648507,A,2024-06-16T00:00:00Z,2024-06-16T19:30:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1583,,,,,Schwechat,Wien,Vienna,LX1583 LX 1583 SWISS VIE  Schwechat Wien Vienna       OS_8807_AUA OS8807 OS 8807,VIE,A321,321,321,A321,Airbus,True,True,SWISS,OS_8807_AUA,,,,,,,,,,,,
1648508,A,2024-06-16T00:00:00Z,2024-06-16T19:50:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1353,,,,,Frederic Chopin Airport,Warschau,Warsaw,LX1353 LX 1353 SWISS WAW  Frederic Chopin Airport Warschau Warsaw       LO_5055_LOT LO5055 LO 5055,WAW,BCS3,220,223,A220-300,Airbus,True,True,SWISS,LO_5055_LOT,,,,,,,,,,,,
1648509,A,2024-06-16T00:00:00Z,2024-06-16T18:20:00Z,,,,2,,,,EK,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/emirates-neu.jpg?vs=1&rev=2acb4025394d473aaed26208c7d1175b,085,,,,,International Airport,Dubai,Dubai,EK085 EK 085 EMIRATES DXB  International Airport Dubai Dubai       QF_8085_QFA EK85 EK0085 EK 0085 QF8085 QF 8085,DXB,A388,380,388,A380-800,Airbus,,True,EMIRATES,QF_8085_QFA,,,,,,,,,,,,
1648510,A,2024-06-16T00:00:00Z,2024-06-16T14:30:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1377,,,,,Nicolaus Copernicus,Wroclaw,Wroclaw,LX1377 LX 1377 SWISS WRO  Nicolaus Copernicus Wroclaw Wroclaw       LO_5063_LOT LO5063 LO 5063,WRO,E290,EMJ,290,ERJ-190 E2,Embraer,True,True,SWISS,LO_5063_LOT,,,,,,,,,,,,
1648511,A,2024-06-16T00:00:00Z,2024-06-16T06:00:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,647,,,,,Ch. De Gaulle,Paris,Paris,LX647 LX 647 SWISS CDG  Ch. De Gaulle Paris Paris        LX0647 LX 0647,CDG,BCS3,220,223,A220-300,Airbus,True,True,SWISS,,,,,,,,,,,,,
1648512,A,2024-06-16T00:00:00Z,2024-06-16T06:05:00Z,,,,2,,,,UA,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/united.jpg?vs=1&rev=b46120f7ec0c43609a2f758e7e9c053d,052,,,,,Dulles,Washington,Washington,UA052 UA 052 UNITED AIRLINES IAD  Dulles Washington Washington        UA52 UA0052 UA 0052,IAD,B763,767,76W,B767-300 (Winglets),Boeing,,True,UNITED AIRLINES,,,,,,,,,,,,,
1648513,A,2024-06-16T00:00:00Z,2024-06-16T19:55:00Z,,,,2,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,405,,,,,International Airport,Dublin,Dublin,LX405 LX 405 SWISS DUB  International Airport Dublin Dublin        LX0405 LX 0405,DUB,E190,EMJ,E90,ERJ-190,Embraer,,True,SWISS,,,,,,,,,,,,,
1648514,A,2024-06-16T00:00:00Z,2024-06-16T08:35:00Z,,,,2,,,,DL,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/delta.svg?vs=1&rev=cf310fd7becf4a70ac034ef72d91454d,052,,,,,John F. Kennedy International Airport,New York,New York,DL052 DL 052 DELTA AIR LINES JFK  John F. Kennedy International Airport New York New York        DL52 DL0052 DL 0052,JFK,A332,330,332,A330-200,Airbus,,True,DELTA AIR LINES,,,,,,,,,,,,,
1648515,A,2024-06-16T00:00:00Z,2024-06-16T14:35:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1743,,,,,Falcone Borsellino,Palermo,Palermo,LX1743 LX 1743 SWISS PMO  Falcone Borsellino Palermo Palermo       ,PMO,BCS3,220,223,A220-300,Airbus,True,True,SWISS,,,,,,,,,,,,,
1648516,A,2024-06-16T00:00:00Z,2024-06-16T19:25:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1513,,,,,Airport,Graz,Graz,LX1513 LX 1513 SWISS GRZ  Airport Graz Graz       OS_8817_AUA OS8817 OS 8817,GRZ,A320,320,320,A320,Airbus,True,True,SWISS,OS_8817_AUA,,,,,,,,,,,,
1648517,A,2024-06-16T00:00:00Z,2024-06-16T20:00:00Z,,,,2,,,,WK,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/edelweiss.svg?vs=1&rev=c62a851a074242b3817b8cb7b10efad7,405,,,,,International Airport,Pristina,Pristina,WK405 WK 405 EDELWEISS PRN  International Airport Pristina Pristina       LX_8405_SWR WK0405 WK 0405 LX8405 LX 8405,PRN,A320,320,320,A320,Airbus,,True,EDELWEISS,LX_8405_SWR,,,,,,,,,,,,
1648518,A,2024-06-16T00:00:00Z,2024-06-16T07:40:00Z,,,,1,,,,LO,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/lot.svg?vs=1&rev=78af50ae237f427eb23c11de09abf7c2,411,,,,,Frederic Chopin Airport,Warschau,Warsaw,LO411 LO 411 LOT WAW  Frederic Chopin Airport Warschau Warsaw        LO0411 LO 0411,WAW,E190,EMJ,E90,ERJ-190,Embraer,True,True,LOT,,,,,,,,,,,,,
1648519,A,2024-06-16T00:00:00Z,2024-06-16T16:55:00Z,,,,2,,,,IB,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/iberia.svg?vs=1&rev=9e931eff02794460a4a0ba71a37ef138,3474,,,,,Barajaz - Adolfo Suárez Airport,Madrid,Madrid,IB3474 IB 3474 IBERIA MAD  Barajaz - Adolfo Suárez Airport Madrid Madrid       ,MAD,A319,319,319,A319,Airbus,True,True,IBERIA,,,,,,,,,,,,,
1648520,A,2024-06-16T00:00:00Z,2024-06-16T05:50:00Z,,,,2,,,,TG,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/thai.svg?vs=1&rev=cd9b440ba8c6498eb146b1f596ccf4b6,970,,,,,Suvarnabhumi Airport,Bangkok,Bangkok,TG970 TG 970 THAI AIRWAYS INT BKK  Suvarnabhumi Airport Bangkok Bangkok        TG0970 TG 0970,BKK,B77W,777,77W,B777-300ER,Boeing,,True,THAI AIRWAYS INT,,,,,,,,,,,,,
1648521,A,2024-06-16T00:00:00Z,2024-06-16T19:45:00Z,,,,2,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,381,,,,,International Airport,Manchester,Manchester,LX381 LX 381 SWISS MAN  International Airport Manchester Manchester        LX0381 LX 0381,MAN,E295,EMJ,295,ERJ-195 E2,Embraer,,True,SWISS,,,,,,,,,,,,,
1648522,A,2024-06-16T00:00:00Z,2024-06-16T16:55:00Z,,,,2,,,,SK,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/sas.svg?vs=1&rev=c5a1ac02c0d54e969e619aefd78e5cb2,4841,,,,,Gardermoen,Oslo,Oslo,SK4841 SK 4841 SCANDINAVIAN OSL  Gardermoen Oslo Oslo       ,OSL,A320,320,320,A320,Airbus,True,True,SCANDINAVIAN,,,,,,,,,,,,,
1648523,A,2024-06-16T00:00:00Z,2024-06-16T18:00:00Z,,,,1,,,,EW,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/euro.svg?vs=1&rev=e18b64616a2d46b4a346fd2f517c9895,7764,DAEEE,,,,Airport,Hamburg,Hamburg,EW7764 EW 7764 EUROWINGS HAM  Airport Hamburg Hamburg       LX_4415_SWR LX4415 LX 4415,HAM,A21N,32Q,32Q,A321 Neo,Airbus,True,True,EUROWINGS,LX_4415_SWR,,,,,,,,,,,,
1648524,A,2024-06-16T00:00:00Z,2024-06-16T05:35:00Z,,,,1,,,,LH,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/lufthansa_neu.jpg?vs=1&rev=49c6298f9d5f49649a7f5641611a6a95,1182,DAECE,,,,Main Intl.,Frankfurt,Frankfurt,LH1182 LH 1182 LUFTHANSA FRA  Main Intl. Frankfurt Frankfurt       ,FRA,E190,EMJ,E90,ERJ-190,Embraer,True,True,LUFTHANSA,,,,,,,,,,,,,
1648525,A,2024-06-16T00:00:00Z,2024-06-16T07:45:00Z,,,,1,,,,OS,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/austrian.png?vs=1&rev=4ef32f2bea6841cf8c95271557f34132,551,OELBU,,,,Schwechat,Wien,Vienna,OS551 OS 551 AUSTRIAN AIRLINES VIE  Schwechat Wien Vienna        OS0551 OS 0551,VIE,A320,320,320,A320,Airbus,True,True,AUSTRIAN AIRLINES,,,,,,,,,,,,,
1648526,A,2024-06-16T00:00:00Z,2024-06-16T05:45:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1483,,,,,Václav Havel Airport,Prag,Prague,LX1483 LX 1483 SWISS PRG  Václav Havel Airport Prag Prague       AC_6760_ACA AC6760 AC 6760,PRG,E190,EMJ,E90,ERJ-190,Embraer,True,True,SWISS,AC_6760_ACA,,,,,,,,,,,,
1648527,A,2024-06-16T00:00:00Z,2024-06-16T09:15:00Z,,,,2,,,,WK,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/edelweiss.svg?vs=1&rev=c62a851a074242b3817b8cb7b10efad7,025,HBJMG,,,,International Airport,Cancun,Cancun,WK025 WK 025 EDELWEISS CUN  International Airport Cancun Cancun       LX_8025_SWR WK25 WK0025 WK 0025 LX8025 LX 8025,CUN,A343,340,343,A340-300,Airbus,,True,EDELWEISS,LX_8025_SWR,,,,,,,,,,,,
1648528,A,2024-06-16T00:00:00Z,2024-06-16T10:00:00Z,,,,1,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,1253,,,,,Arlanda,Stockholm,Stockholm,"LX1253 LX 1253 SWISS ARN  Arlanda Stockholm Stockholm       AC_6815_ACA, SK_3513_SAS AC6815 AC 6815 SK3513 SK 3513",ARN,BCS3,220,223,A220-300,Airbus,True,True,SWISS,"AC_6815_ACA, SK_3513_SAS",,,,,,,,,,,,
1648530,A,2024-06-16T00:00:00Z,2024-06-16T17:55:00Z,,,,2,,,,LX,https://media.flughafen-zuerich.ch/-/jssmedia/airport/portal/logos/airline/swiss.svg?vs=1&rev=769ad8a5427540b99c5fafcb5ba21f5c,325,,,,,Heathrow,London,London,"LX325 LX 325 SWISS LHR  Heathrow London London       LA_8786_LAN, AC_6777_ACA LX0325 LX 0325 LA8786 LA 8786 AC6777 AC 6777",LHR,BCS3,220,223,A220-300,Airbus,,True,SWISS,"LA_8786_LAN, AC_6777_ACA",,,,,,,,,,,,
